31,850
85,757
803,631
152,852
505,477
910,249
333,802
766,217
464,322
147,567
763,372
1128,406
502,322
537,409
904,205
321,648
525,756
544,777
679,478
346,182
490,760
825,746
952,310
62,679
18,746
348,857
999,327
117,392
1292,723
880,541
281,869
773,236
248,205
753,350
119,147
808,59
830,572
264,576
1052,289
1067,322
1191,147
346,731
467,365
1198,604
552,353
266,357
480,59
30,672
1128,187
880,31
996,530
1113,138
502,729
147,460
1193,502
333,799
745,334
408,536
328,313
494,208
271,211
982,114
238,579
716,761
1179,850
219,280
830,281
592,215
328,786
863,483
485,648
440,98
669,29
109,625
1124,191
589,84
164,367
1039,504
69,560
741,529
470,50
199,742
437,535
989,799
686,248
991,299
112,604
475,856
184,50
226,231
1002,182
129,467
457,467
855,45
1245,289
5,652
338,470
267,555
15,752
72,869
311,855
475,712
1175,872
504,516
247,12
3,813
582,645
1163,775
974,144
217,712
152,21
633,275
21,446
162,554
343,39
557,213
1136,611
1068,37
897,473
1007,142
592,610
979,813
1230,536
609,339
902,536
736,553
194,640
1310,578
378,478
1275,462
467,368
947,872
830,59
659,529
783,276
430,31
1131,182
741,305
1305,652
855,618
639,142
10,54
1044,156
174,611
493,471
492,106
870,322
316,852
701,555
920,186
112,792
1098,270
438,809
398,555
686,222
1164,304
1228,532
1074,585
127,294
1163,406
1131,38
1279,492
820,880
1191,763
482,592
1158,469
661,806
199,294
80,134
746,757
1198,290
967,262
60,581
1111,275
428,679
291,316
65,457
32,673
117,684
711,420
766,397
35,698
323,589
825,18
976,490
718,4
745,784
537,658
1044,39
1111,294
952,528
808,490
219,721
676,833
1123,526
431,787
187,611
460,304
97,598
209,334
227,332
348,733
172,368
385,361
35,204
920,330
619,756
641,29
1255,420
174,283
15,119
962,485
920,708
447,147
989,302
1101,782
340,530
165,871
1007,30
1225,589
1148,340
320,707
172,144
182,747
800,676
604,550
972,470
535,147
681,884
753,744
691,361
226,36
1201,269
1265,665
433,674
1153,632
110,117
1096,572
316,42
1248,610
738,413
1011,694
686,360
1288,754
604,553
22,754
477,641
321,298
885,350
1072,763
877,805
126,467
535,579
55,196
1163,460
898,485
199,724
977,802
169,802
413,421
1158,165
18,316
1123,368
820,134
718,610
624,222
1278,221
455,605
870,661
1111,177
1310,316
574,760
318,750
1265,677
152,56
990,859
507,142
718,215
1307,813
838,147
798,49
49,486
1138,368
445,670
103,339
674,130
999,474
527,618
825,582
197,756
1280,646
701,441
1196,718
1029,224
308,498
470,261
813,276
1131,108
651,529
569,305
1062,857
741,757
592,890
1295,295
972,710
187,864
709,247
907,842
741,137
291,764
557,96
927,698
1044,191
238,187
527,65
547,372
1158,770
340,628
21,894
721,674
927,196
1287,478
1041,361
537,185
1198,796
1198,156
1049,133
502,381
748,53
1131,712
977,694
907,108
964,264
169,312
485,312
843,368
455,45
425,798
475,12
15,540
393,374
1125,334
318,144
146,478
207,131
840,261
455,401
1029,809
803,142
306,37
152,614
812,490
468,639
582,249
31,44
870,669
1144,877
999,773
545,199
400,249
231,618
140,639
609,453
65,542
1136,572
853,427
266,156
482,302
117,658
877,674
808,165
649,592
1113,586
1062,653
783,518
1059,786
490,880
850,192
132,198
972,872
1093,712
870,213
1141,354
1014,366
485,876
226,663
691,196
60,255
887,724
55,698
694,889
194,142
5,596
1310,92
639,121
1072,187
691,200
314,812
1063,12
932,416
1168,709
705,486
1272,217
214,225
989,358
65,437
1158,56
475,38
38,217
678,588
311,26
840,751
1207,339

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
